id,Institution Name,Institution GND,Institution Lat,Institution Lng,located at,location geonames ID,location Lat,location Lng,part of,type of location,institution website
199,National Library of Russia,http://d-nb.info/gnd/3020410-0,59.933558,30.335748,Saint Petersburg,498817,59.93863,30.31413,Russia,city,http://www.nlr.ru/eng/
200,Russian Academy of Sciences,http://d-nb.info/gnd/5052646-7,55.71079,37.577826,Novyye Cherëmushki,517161,55.7,37.58333,Russia,city,http://www.ras.ru/en/index.aspx
201,The State Hermitage,http://d-nb.info/gnd/1027089429,59.939832,30.314562,Saint Petersburg,498817,59.93863,30.31413,Russia,city,https://www.hermitagemuseum.org/wps/portal/hermitage/?lng=en
202,National and University Library of Slovenia,http://d-nb.info/gnd/2019981-8,46.04752,14.503966,Ljubljana,3196359,46.05108,14.50513,Slovenia,city,http://www.nuk.uni-lj.si
203,Universidad del País Vasco,http://d-nb.info/gnd/2138252-9,43.331825,-2.97303,Santsoena,3110032,43.33398,-2.97409,Spain,city,http://www.ehu.eus/en/en-home
204,University of Alcalá,http://d-nb.info/gnd/5113155-9,40.482472,-3.362865,Alcalá de Henares,3130616,40.48205,-3.35996,Spain,city,https://www.uah.es/en/
205,Universitat de Barcelona,http://d-nb.info/gnd/42050-5,41.3872,2.1637,Eixample,6544100,41.38896,2.16179,Spain,city,http://www.ub.edu/web/ub/en/
206,Biblioteca Nacional de España,http://d-nb.info/gnd/1027025-5,40.42394,-3.6902,Madrid,3117735,40.4165,-3.70256,Spain,city,http://www.bne.es/es/Inicio/index.html
207,Real Biblioteca del Palacio Real de Madrid,http://d-nb.info/gnd/3003281-7,40.417962,-3.7143,Madrid,3117735,40.4165,-3.70256,Spain,city,http://www.realbiblioteca.es
208,Real Colegio de San Jorge Mártir de Irlandeses de la Universidad de Alcalá,http://d-nb.info/gnd/4533602-7,40.481072,-3.366458,Alcalá de Henares,3130616,40.48205,-3.35996,Spain,city,
209,University of Salamanca,http://d-nb.info/gnd/1010555-4,40.961332,-5.66693,Salamanca,3111108,40.96882,-5.66388,Spain,city,http://www.usal.es/
210,Universidade de Santiago de Compostela,http://d-nb.info/gnd/1016480-7,42.888525,-8.544972,Santiago de Compostela,3109642,42.88052,-8.54569,Spain,city,http://www.usc.es/
211,Archivo Histórico Nacional,http://d-nb.info/gnd/4289371-9,40.440719,-3.687042,Madrid,3117735,40.4165,-3.70256,Spain,city,http://www.mecd.gob.es/cultura-mecd/areas-cultura/archivos/portada.html;jsessionid=15BDD0D663682DB6E2587ED5DB17F975
212,Newman Institute Uppsala,https://d-nb.info/gnd/16075017-9 ,59.8561885634586,17.6379696234583,Uppsala,2666199,59.85882,17.63889,Sweden,city,https://newman.se/
213,University of Zürich,http://d-nb.info/gnd/6109294-0,47.3749,8.5489,Zürich,6295483,47.37161,8.54501,Switzerland,city,http://www.uzh.ch/en.html
214,ETH Zürich,https://d-nb.info/gnd/2023928-2,47.3764,8.54742,Zürich,6295483,47.37161,8.54501,Switzerland,city,https://ethz.ch/en.html
215,Università della Svizzera Italiana,https://d-nb.info/gnd/2178299-4 ,46.0107112854388,8.95815763618789,Lugano,2659836,46.01008,8.96004,Switzerland,city,
216,University of Fribourg,http://d-nb.info/gnd/1068116757,46.806253,7.151837,Fribourg,2660718,46.80237,7.15128,Switzerland,city,https://www3.unifr.ch/home/en/
217,University of Bern,http://d-nb.info/gnd/2023768-6,46.9547,7.4305,Bern,2660903,46.9601,7.43843,Switzerland,city,http://www.unibe.ch/index_eng.html
218,Burgerbibliothek Bern,http://d-nb.info/gnd/2006797-5,46.947373,7.448343,Bern,2660903,46.9601,7.43843,Switzerland,city,https://www.burgerbib.ch/en
219,Walter Benjamin Kolleg der Universität Bern,,46.9544641437838,7.42983834216048,Bern,2660903,46.9601,7.43843,Switzerland,city,http://www.wbkolleg.unibe.ch/
220,University of Basel,http://d-nb.info/gnd/36146-X,47.5589,7.5835,Grossbasel,7645785,47.55602,7.58906,Switzerland,city,https://www.unibas.ch/en.html
221,Swiss Lawyers Society,,46.948063,7.447138,Bern,2661552,46.94809,7.44744,Switzerland,city,https://www.ssrq-sds-fds.ch/typo3/index.php?id=2&L=3
222,Stiftsbibliothek St. Gallen,http://d-nb.info/gnd/2089619-0,47.423144,9.376729,St. Gallen,2658822,47.42391,9.37477,Switzerland,city,http://www.stibi.ch
223,Abbey of Saint Gall,,47.42354,9.377652,St. Gallen,2658822,47.42391,9.37477,Switzerland,city,http://www.bistum-stgallen.ch/
224,SIB Swiss Institute of Bioinformatics,http://d-nb.info/gnd/1086795962,46.519648,6.574022,Lausanne,2659994,46.516,6.63282,Switzerland,city,http://www.sib.swiss
225,School of Advanced Study,,51.5212077581414,-0.128692377323318,London,2643743,51.50853,-0.12574,United Kingdom,city,
226,Old Bailey Criminal Court,http://d-nb.info/gnd/4695256-1,51.515767,-0.101799,London,2643743,51.50853,-0.12574,United Kingdom,city,https://courttribunalfinder.service.gov.uk/courts/central-criminal-court
227,Kent History and Library Centre,,51.280154,0.517976,Maidstone,2643179,51.26667,0.51667,United Kingdom,city,http://webapps.kent.gov.uk/KCC.Libraries.Web.Sites.Public/LibraryDetails.aspx?aid=0&lid=274&uprn=010014309203
228,Lambeth Palace Library,http://d-nb.info/gnd/16441-0,51.495736,-0.120314,London,2643743,51.50853,-0.12574,United Kingdom,city,http://www.lambethpalacelibrary.org/
229,National Museum of the Royal Navy,http://d-nb.info/gnd/1231310-5,50.800598,-1.109769,Portsmouth,2639996,50.79899,-1.09125,United Kingdom,city,https://www.nmrn.org.uk
230,Royal Geographical Society,http://d-nb.info/gnd/1009629-2,51.501549,-0.174978,London,2643743,51.50853,-0.12574,United Kingdom,city,http://www.rgs.org/HomePage.htm
231,Royal Society,http://d-nb.info/gnd/5164604-3,51.50595,-0.13232,London,2643743,51.50853,-0.12574,United Kingdom,city,https://royalsociety.org
232,Wellcome Library,http://d-nb.info/gnd/1004208-8,51.525847,-0.133812,London,2643743,51.50853,-0.12574,United Kingdom,city,https://wellcomelibrary.org
233,Royal Botanical Gardens Kew,http://d-nb.info/gnd/1018641-4,51.478744,-0.295573,London,2643743,51.50853,-0.12574,United Kingdom,city,https://www.kew.org
234,Royal Society of Arts Library,,51.509387,-0.122736,London,2643743,51.50853,-0.12574,United Kingdom,city,https://www.thersa.org
235,School of Oriental and African Studies (SOAS) Library at University of London,http://d-nb.info/gnd/115170-8,51.522346,-0.129272,London,2643743,51.50853,-0.12574,United Kingdom,city,https://www.soas.ac.uk/library/
236,Royal College of Physicians and Surgeons of Glasgow,http://d-nb.info/gnd/1018749-2,55.862413,-4.263449,Glasgow,2648579,55.86515,-4.25763,United Kingdom,city,https://rcpsg.ac.uk
237,Mitchell Library,http://d-nb.info/gnd/600477-5,55.865055,-4.272154,Glasgow,2648579,55.86515,-4.25763,United Kingdom,city,http://www.glasgowlife.org.uk/libraries/the-mitchell-library/pages/home.aspx
238,David Livingstone Centre,,55.801817,-4.083357,Glasgow,2648579,55.86515,-4.25763,United Kingdom,city,https://www.david-livingstone-trust.org
239,Estate of Samuel Beckett,,51.509627,-0.132562,London,2643743,51.50853,-0.12574,United Kingdom,city,
240,Ashmolean Museum,http://d-nb.info/gnd/1007560-4,51.755419,-1.260081,Oxford,2640729,51.75222,-1.25596,United Kingdom,city,https://www.ashmolean.org/
241,Centre for the Study of Ancient Documents,,51.755909,-1.260053,Oxford,2640729,51.75222,-1.25596,United Kingdom,city,http://www.classics.ox.ac.uk/
242,University of Swansea,http://d-nb.info/gnd/7588199-8,51.608696,-3.979953,Swansea,2636432,51.62079,-3.94323,United Kingdom,city,http://www.swansea.ac.uk
243,University of Sussex,http://d-nb.info/gnd/1025891-7,50.8683,-0.0874,Brighton,2654710,50.82838,-0.13947,United Kingdom,city,http://www.sussex.ac.uk
244,National Library of Wales,http://d-nb.info/gnd/4221901-2,52.414549,-4.068474,Aberystwyth,2657782,52.41548,-4.08292,United Kingdom,city,https://www.llgc.org.uk/
245,University of Southampton,http://d-nb.info/gnd/5045962-4,50.9375,-1.3969,Southampton,2637487,50.90395,-1.40428,United Kingdom,city,https://www.southampton.ac.uk
246,University of Manchester,http://d-nb.info/gnd/6036820-2,53.466833,-2.233865,Manchester,2643123,53.48095,-2.23743,United Kingdom,city,http://www.manchester.ac.uk
247,John Rylands University Library,http://d-nb.info/gnd/1026705-0,53.464451,-2.235346,Manchester,2643123,53.48095,-2.23743,United Kingdom,city,http://www.library.manchester.ac.uk/rylands/
248,University of Sheffield,http://d-nb.info/gnd/9595-3,53.3807,-1.4829,Sheffield,2638077,53.38297,-1.4659,United Kingdom,city,https://www.sheffield.ac.uk
249,University of Reading,http://d-nb.info/gnd/261796-1,51.441413,-0.941833,Reading,2639577,51.45625,-0.97113,United Kingdom,city,http://www.reading.ac.uk
250,University of Oxford,http://d-nb.info/gnd/38352-1,51.7589,-1.2543,Oxford,2640729,51.75222,-1.25596,United Kingdom,city,http://www.ox.ac.uk
251,University of Nottingham,http://d-nb.info/gnd/1030181-1,52.938634,-1.195158,Nottingham,2641170,52.9536,-1.15047,United Kingdom,city,http://www.nottingham.ac.uk
252,University of Liverpool,http://d-nb.info/gnd/261911-8,53.405926,-2.965583,Liverpool,2644210,53.41058,-2.97794,United Kingdom,city,https://www.liverpool.ac.uk
253,University of Leicester,http://d-nb.info/gnd/10119891-7,52.6274,-1.1223,Leicester,2644668,52.6386,-1.13169,United Kingdom,city,https://le.ac.uk
254,University of Hull,http://d-nb.info/gnd/1055477-4,53.7718,-0.3673,Hull,2645425,53.7446,-0.33525,United Kingdom,city,http://www.hull.ac.uk/clearing.aspx
255,University of Exeter,http://d-nb.info/gnd/1014152-2,50.737151,-3.535214,Exeter,2649808,50.7236,-3.52751,United Kingdom,city,http://www.exeter.ac.uk
256,University of Edinburgh,http://d-nb.info/gnd/5324753-X,55.944503,-3.189271,Edinburgh,2650225,55.95206,-3.19648,United Kingdom,city,http://www.ed.ac.uk
257,Edinburgh Napier University,http://d-nb.info/gnd/5111584-0,55.918022,-3.239665,Edinburgh,2650225,55.95206,-3.19648,United Kingdom,city,http://www.napier.ac.uk
258,University of Durham,http://d-nb.info/gnd/261225-2,54.764995,-1.578203,Durham,2650628,54.77676,-1.57566,United Kingdom,city,https://www.dur.ac.uk
259,Durham Cathedral Priory,http://d-nb.info/gnd/7520015-6,54.77325,-1.576386,Durham,2650628,54.77676,-1.57566,United Kingdom,city,https://www.durhamcathedral.co.uk/
260,University of Cambridge,http://d-nb.info/gnd/260720-7,52.204249,0.114886,Cambridge,2653941,52.2,0.11667,United Kingdom,city,https://www.cam.ac.uk
